GIS_ID,Neighborhood Locations,Neighborhoods,CLUSTER,TotPop1990,PctBlack1990,PctWhite1990,PctHisp1990,PctAsian1990,PctUnemployed1990,AvgFamilyIncAdj1990,NumOccupiedHsgUnits1990,PctOwnerOccupiedHsgUnits1990,PctPoorPersons1990,ViolentCrimes1990 ,PropertyCrimes1990,TotPop2000,PctBlack2000,PctWhite2000,PctHisp2000,PctAsian2000,PctUnemployed2000,AvgFamilyIncAdj2000,NumOccupiedHsgUnits2000,PctOwnerOccupiedHsgUnits2000,PctPoorPersons2000,ViolentCrimes2000,PropertyCrimes2000,TotPop2010,PctBlack2010,PctWhite2010,PctHisp2010,PctAsian2010,PctUnemployed2010,AvgFamilyIncAdj2010,NumOccupiedHsgUnits2010,PctOwnerOccupiedHsgUnits2010,PctPoorPersons2010,ViolentCrimes2010,PropertyCrimes2010
Nbclus_005,Northwest,"West End, Foggy Bottom, GWU",Cluster 5,11104,0.051,0.82,0.047,0.072,0.043,224514,5787,0.3,0.21,,,11723,0.061,0.75,0.053,0.13,0.28,259442,5811,0.29,0.28,3.8,54,16160,0.067,0.75,0.057,0.12,0.036,211064,6413,0.31,0.29,3,22
