GIS_ID,Neighborhood Locations,Neighborhoods,CLUSTER,TotPop1990,PctBlack1990,PctWhite1990,PctHisp1990,PctAsian1990,Total%Pop1990,PctUnemployed1990,AvgFamilyIncAdj1990,NumOccupiedHsgUnits1990,PctOwnerOccupiedHsgUnits1990,PctPoorPersons1990,ViolentCrimes1990,PropertyCrimes1990,TotPop2000,PctBlack2000,PctWhite2000,PctHisp2000,PctAsian2000,Total%Pop2000,PctUnemployed2000,AvgFamilyIncAdj2000,NumOccupiedHsgUnits2000,PctOwnerOccupiedHsgUnits2000,PctPoorPersons2000,ViolentCrimes2000,PropertyCrimes2000,TotPop2010,PctBlack2010,PctWhite2010,PctHisp2010,PctAsian2010,Total%Pop2010,PctUnemployed2010,AvgFamilyIncAdj2010,NumOccupiedHsgUnits2010 ,PctOwnerOccupiedHsgUnits2010,PctPoorPersons2010,ViolentCrimes2010,PropertyCrimes2010
Nbclus_010,Northwest,"Hawthorne, Barnaby Woods, Chevy Chase",Cluster 10,11510,0.09,0.84,0.03,0.03,0.99,0.03,177236,4839,0.69,0.04,,,12724,0.11,0.78,0.05,0.05,0.99,0.03,215973,4914,0.72,0.05,1.3,19,11986,0.11,0.77,0.06,0.05,1,0.02,254541,4967,0.74,0.04,0.8,15
