GIS_ID,Neighborhood Locations,Neighborhoods,CLUSTER,TotPop1990,PctBlack1990,PctWhite1990,PctHisp1990,PctAsian1990,PctUnemployed1990,AvgFamilyIncAdj1990,NumOccupiedHsgUnits1990,PctOwnerOccupiedHsgUnits1990,PctPoorPersons1990,ViolentCrimes1990 ,PropertyCrimes1990,TotPop2000,PctBlack2000,PctWhite2000,PctHisp2000,PctAsian2000,PctUnemployed2000,AvgFamilyIncAdj2000,NumOccupiedHsgUnits2000,PctOwnerOccupiedHsgUnits2000,PctPoorPersons2000,ViolentCrimes2000,PropertyCrimes2000,TotPop2010,PctBlack2010,PctWhite2010,PctHisp2010,PctAsian2010,PctUnemployed2010,AvgFamilyIncAdj2010,NumOccupiedHsgUnits2010,PctOwnerOccupiedHsgUnits2010,PctPoorPersons2010,ViolentCrimes2010,PropertyCrimes2010
Nbclus_011,Northwest,"Friendship Heights, American University Park, Tenleytown",Cluster 11,10735.00,0.04,0.86,0.05,0.04,0.03,187529.00,4345.00,0.72,0.07,,,10490.00,0.05,0.84,0.05,0.05,0.02,241494.00,4402.00,0.77,0.04,5.30,56.00,12216.00,0.06,0.80,0.07,0.08,0.02,215289.00,4846.00,0.78,0.06,4.00,45.00
