GIS_ID,Neighborhood Locations,Neighborhoods,CLUSTER,TotPop1990,PctBlack1990,PctWhite1990,PctHisp1990,PctAsian1990,PctUnemployed1990,AvgFamilyIncAdj1990,NumOccupiedHsgUnits1990,PctOwnerOccupiedHsgUnits1990,PctPoorPersons1990,ViolentCrimes1990 ,PropertyCrimes1990,TotPop2000,PctBlack2000,PctWhite2000,PctHisp2000,PctAsian2000,PctUnemployed2000,AvgFamilyIncAdj2000,NumOccupiedHsgUnits2000,PctOwnerOccupiedHsgUnits2000,PctPoorPersons2000,ViolentCrimes2000,PropertyCrimes2000,TotPop2010,PctBlack2010,PctWhite2010,PctHisp2010,PctAsian2010,PctUnemployed2010,AvgFamilyIncAdj2010,NumOccupiedHsgUnits2010,PctOwnerOccupiedHsgUnits2010,PctPoorPersons2010,ViolentCrimes2010,PropertyCrimes2010
Nbclus_002,Northwest,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Cluster 2,45728,0.66,0.11,0.21,0.016,0.086,56232,17275,0.26,0.24,,,46779,0.53,0.13,0.3,0.032,0.097,63766,17458,0.26,0.26,16,43,47378,0.38,0.31,0.27,0.044,0.08,87204,19514,0.32,0.17,13,42
